OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
7396,Longfellow,Burglary,4,6,2018
7397,Longfellow,Homicide,0,6,2018
7398,Longfellow,Larceny,30,6,2018
7399,Longfellow,Rape,0,6,2018
7400,Longfellow,Robbery,2,6,2018
7401,Loring Park,Aggravated Assault,4,6,2018
7402,Loring Park,Arson,0,6,2018
7403,Loring Park,Auto Theft,2,6,2018
7404,Loring Park,Burglary,3,6,2018
7405,Loring Park,Homicide,0,6,2018
7406,Loring Park,Larceny,29,6,2018
7407,Loring Park,Rape,2,6,2018
7408,Loring Park,Robbery,1,6,2018
7409,Lowry Hill,Aggravated Assault,0,6,2018
7410,Lowry Hill,Arson,0,6,2018
7411,Lowry Hill,Auto Theft,1,6,2018
7412,Lowry Hill,Burglary,2,6,2018
7413,Lowry Hill,Homicide,0,6,2018
7414,Lowry Hill,Larceny,11,6,2018
7415,Lowry Hill,Rape,0,6,2018
7416,Lowry Hill,Robbery,0,6,2018
7417,Lowry Hill East,Aggravated Assault,3,6,2018
7418,Lowry Hill East,Arson,0,6,2018
7419,Lowry Hill East,Auto Theft,5,6,2018
7420,Lowry Hill East,Burglary,3,6,2018
7421,Lowry Hill East,Homicide,0,6,2018
7422,Lowry Hill East,Larceny,43,6,2018
7423,Lowry Hill East,Rape,2,6,2018
7424,Lowry Hill East,Robbery,3,6,2018
7425,Lyndale,Aggravated Assault,0,6,2018
7426,Lyndale,Arson,0,6,2018
7427,Lyndale,Auto Theft,3,6,2018
7428,Lyndale,Burglary,4,6,2018
7429,Lyndale,Homicide,0,6,2018
7430,Lyndale,Larceny,22,6,2018
7431,Lyndale,Rape,1,6,2018
7432,Lyndale,Robbery,2,6,2018
7433,Lynnhurst,Aggravated Assault,0,6,2018
7434,Lynnhurst,Arson,0,6,2018
7435,Lynnhurst,Auto Theft,0,6,2018
7436,Lynnhurst,Burglary,1,6,2018
7437,Lynnhurst,Homicide,0,6,2018
7438,Lynnhurst,Larceny,5,6,2018
7439,Lynnhurst,Rape,0,6,2018
7440,Lynnhurst,Robbery,0,6,2018
7441,Marcy Holmes,Aggravated Assault,3,6,2018
7442,Marcy Holmes,Arson,0,6,2018
7443,Marcy Holmes,Auto Theft,6,6,2018
7444,Marcy Holmes,Burglary,9,6,2018
7445,Marcy Holmes,Homicide,0,6,2018
7446,Marcy Holmes,Larceny,35,6,2018
7447,Marcy Holmes,Rape,2,6,2018
7448,Marcy Holmes,Robbery,3,6,2018
7449,Marshall Terrace,Aggravated Assault,0,6,2018
7450,Marshall Terrace,Arson,0,6,2018
7451,Marshall Terrace,Auto Theft,0,6,2018
7452,Marshall Terrace,Burglary,0,6,2018
7453,Marshall Terrace,Homicide,0,6,2018
7454,Marshall Terrace,Larceny,7,6,2018
7455,Marshall Terrace,Rape,0,6,2018
7456,Marshall Terrace,Robbery,0,6,2018
7457,McKinley,Aggravated Assault,5,6,2018
7458,McKinley,Arson,0,6,2018
7459,McKinley,Auto Theft,0,6,2018
7460,McKinley,Burglary,9,6,2018
7461,McKinley,Homicide,0,6,2018
7462,McKinley,Larceny,4,6,2018
7463,McKinley,Rape,1,6,2018
7464,McKinley,Robbery,0,6,2018
7465,Mid - City Industrial,Aggravated Assault,0,6,2018
7466,Mid - City Industrial,Arson,0,6,2018
7467,Mid - City Industrial,Auto Theft,0,6,2018
7468,Mid - City Industrial,Burglary,1,6,2018
7469,Mid - City Industrial,Homicide,0,6,2018
7470,Mid - City Industrial,Larceny,8,6,2018
7471,Mid - City Industrial,Rape,0,6,2018
7472,Mid - City Industrial,Robbery,1,6,2018
7473,Midtown Phillips,Aggravated Assault,2,6,2018
7474,Midtown Phillips,Arson,0,6,2018
7475,Midtown Phillips,Auto Theft,0,6,2018
7476,Midtown Phillips,Burglary,3,6,2018
7477,Midtown Phillips,Homicide,0,6,2018
7478,Midtown Phillips,Larceny,14,6,2018
7479,Midtown Phillips,Rape,0,6,2018
7480,Midtown Phillips,Robbery,4,6,2018
7481,Minnehaha,Aggravated Assault,0,6,2018
7482,Minnehaha,Arson,0,6,2018
7483,Minnehaha,Auto Theft,0,6,2018
7484,Minnehaha,Burglary,1,6,2018
7485,Minnehaha,Homicide,0,6,2018
7486,Minnehaha,Larceny,7,6,2018
7487,Minnehaha,Rape,1,6,2018
7488,Minnehaha,Robbery,0,6,2018
7489,Morris Park,Aggravated Assault,1,6,2018
7490,Morris Park,Arson,0,6,2018
7491,Morris Park,Auto Theft,0,6,2018
7492,Morris Park,Burglary,2,6,2018
7493,Morris Park,Homicide,0,6,2018
7494,Morris Park,Larceny,0,6,2018
7495,Morris Park,Rape,0,6,2018
7496,Morris Park,Robbery,0,6,2018
7497,Near - North,Aggravated Assault,9,6,2018
7498,Near - North,Arson,0,6,2018
7499,Near - North,Auto Theft,6,6,2018
7500,Near - North,Burglary,14,6,2018
7501,Near - North,Homicide,0,6,2018
7502,Near - North,Larceny,28,6,2018
7503,Near - North,Rape,2,6,2018
7504,Near - North,Robbery,4,6,2018
7505,Nicollet Island - East Bank,Aggravated Assault,0,6,2018
7506,Nicollet Island - East Bank,Arson,0,6,2018
7507,Nicollet Island - East Bank,Auto Theft,0,6,2018
7508,Nicollet Island - East Bank,Burglary,1,6,2018
7509,Nicollet Island - East Bank,Homicide,0,6,2018
7510,Nicollet Island - East Bank,Larceny,12,6,2018
7511,Nicollet Island - East Bank,Rape,0,6,2018
7512,Nicollet Island - East Bank,Robbery,0,6,2018
7513,North Loop,Aggravated Assault,3,6,2018
7514,North Loop,Arson,0,6,2018
7515,North Loop,Auto Theft,4,6,2018
7516,North Loop,Burglary,2,6,2018
7517,North Loop,Homicide,0,6,2018
7518,North Loop,Larceny,37,6,2018
7519,North Loop,Rape,1,6,2018
7520,North Loop,Robbery,2,6,2018
7521,Northeast Park,Aggravated Assault,2,6,2018
7522,Northeast Park,Arson,1,6,2018
7523,Northeast Park,Auto Theft,0,6,2018
7524,Northeast Park,Burglary,1,6,2018
7525,Northeast Park,Homicide,0,6,2018
7526,Northeast Park,Larceny,9,6,2018
7527,Northeast Park,Rape,0,6,2018
7528,Northeast Park,Robbery,0,6,2018
7529,Northrop,Aggravated Assault,0,6,2018
7530,Northrop,Arson,0,6,2018
7531,Northrop,Auto Theft,0,6,2018
7532,Northrop,Burglary,4,6,2018
7533,Northrop,Homicide,0,6,2018
7534,Northrop,Larceny,5,6,2018
7535,Northrop,Rape,0,6,2018
7536,Northrop,Robbery,0,6,2018
7537,Page,Aggravated Assault,0,6,2018
7538,Page,Arson,0,6,2018
7539,Page,Auto Theft,0,6,2018
7540,Page,Burglary,2,6,2018
7541,Page,Homicide,0,6,2018
7542,Page,Larceny,1,6,2018
7543,Page,Rape,0,6,2018
7544,Page,Robbery,0,6,2018
7545,Phillips West,Aggravated Assault,2,6,2018
7546,Phillips West,Arson,0,6,2018
7547,Phillips West,Auto Theft,2,6,2018
7548,Phillips West,Burglary,0,6,2018
7549,Phillips West,Homicide,0,6,2018
7550,Phillips West,Larceny,10,6,2018
7551,Phillips West,Rape,1,6,2018
7552,Phillips West,Robbery,0,6,2018
7553,Powderhorn Park,Aggravated Assault,11,6,2018
7554,Powderhorn Park,Arson,0,6,2018
7555,Powderhorn Park,Auto Theft,3,6,2018
7556,Powderhorn Park,Burglary,13,6,2018
7557,Powderhorn Park,Homicide,0,6,2018
7558,Powderhorn Park,Larceny,11,6,2018
7559,Powderhorn Park,Rape,2,6,2018
7560,Powderhorn Park,Robbery,6,6,2018
7561,Prospect Park - East River Road,Aggravated Assault,2,6,2018
7562,Prospect Park - East River Road,Arson,0,6,2018
7563,Prospect Park - East River Road,Auto Theft,3,6,2018
7564,Prospect Park - East River Road,Burglary,3,6,2018
7565,Prospect Park - East River Road,Homicide,0,6,2018
7566,Prospect Park - East River Road,Larceny,16,6,2018
7567,Prospect Park - East River Road,Rape,1,6,2018
7568,Prospect Park - East River Road,Robbery,1,6,2018
7569,Regina,Aggravated Assault,0,6,2018
7570,Regina,Arson,0,6,2018
7571,Regina,Auto Theft,0,6,2018
7572,Regina,Burglary,2,6,2018
7573,Regina,Homicide,0,6,2018
7574,Regina,Larceny,1,6,2018
7575,Regina,Rape,0,6,2018
7576,Regina,Robbery,1,6,2018
7577,Seward,Aggravated Assault,2,6,2018
7578,Seward,Arson,0,6,2018
7579,Seward,Auto Theft,3,6,2018
7580,Seward,Burglary,10,6,2018
7581,Seward,Homicide,1,6,2018
7582,Seward,Larceny,20,6,2018
7583,Seward,Rape,0,6,2018
7584,Seward,Robbery,1,6,2018
7585,Sheridan,Aggravated Assault,0,6,2018
7586,Sheridan,Arson,0,6,2018
7587,Sheridan,Auto Theft,0,6,2018
7588,Sheridan,Burglary,1,6,2018
7589,Sheridan,Homicide,0,6,2018
7590,Sheridan,Larceny,0,6,2018
7591,Sheridan,Rape,0,6,2018
7592,Sheridan,Robbery,1,6,2018
7593,Shingle Creek,Aggravated Assault,2,6,2018
7594,Shingle Creek,Arson,1,6,2018
7595,Shingle Creek,Auto Theft,0,6,2018
7596,Shingle Creek,Burglary,2,6,2018
7597,Shingle Creek,Homicide,0,6,2018
7598,Shingle Creek,Larceny,3,6,2018
7599,Shingle Creek,Rape,1,6,2018
7600,Shingle Creek,Robbery,0,6,2018
7601,St. Anthony East,Aggravated Assault,2,6,2018
7602,St. Anthony East,Arson,0,6,2018
7603,St. Anthony East,Auto Theft,0,6,2018
7604,St. Anthony East,Burglary,3,6,2018
7605,St. Anthony East,Homicide,0,6,2018
7606,St. Anthony East,Larceny,3,6,2018
7607,St. Anthony East,Rape,0,6,2018
7608,St. Anthony East,Robbery,0,6,2018
7609,St. Anthony West,Aggravated Assault,1,6,2018
7610,St. Anthony West,Arson,0,6,2018
7611,St. Anthony West,Auto Theft,2,6,2018
7612,St. Anthony West,Burglary,0,6,2018
7613,St. Anthony West,Homicide,0,6,2018
7614,St. Anthony West,Larceny,5,6,2018
7615,St. Anthony West,Rape,0,6,2018
7616,St. Anthony West,Robbery,3,6,2018
7617,Standish,Aggravated Assault,0,6,2018
7618,Standish,Arson,1,6,2018
7619,Standish,Auto Theft,0,6,2018
7620,Standish,Burglary,5,6,2018
7621,Standish,Homicide,0,6,2018
7622,Standish,Larceny,12,6,2018
7623,Standish,Rape,0,6,2018
7624,Standish,Robbery,0,6,2018
7625,Steven's Square - Loring Heights,Aggravated Assault,1,6,2018
7626,Steven's Square - Loring Heights,Arson,0,6,2018
7627,Steven's Square - Loring Heights,Auto Theft,2,6,2018
7628,Steven's Square - Loring Heights,Burglary,2,6,2018
7629,Steven's Square - Loring Heights,Homicide,0,6,2018
7630,Steven's Square - Loring Heights,Larceny,10,6,2018
7631,Steven's Square - Loring Heights,Rape,0,6,2018
7632,Steven's Square - Loring Heights,Robbery,1,6,2018
7633,Sumner - Glenwood,Aggravated Assault,1,6,2018
7634,Sumner - Glenwood,Arson,0,6,2018
7635,Sumner - Glenwood,Auto Theft,1,6,2018
7636,Sumner - Glenwood,Burglary,2,6,2018
7637,Sumner - Glenwood,Homicide,0,6,2018
7638,Sumner - Glenwood,Larceny,2,6,2018
7639,Sumner - Glenwood,Rape,1,6,2018
7640,Sumner - Glenwood,Robbery,0,6,2018
7641,Tangletown,Aggravated Assault,0,6,2018
7642,Tangletown,Arson,0,6,2018
7643,Tangletown,Auto Theft,0,6,2018
7644,Tangletown,Burglary,1,6,2018
7645,Tangletown,Homicide,0,6,2018
7646,Tangletown,Larceny,7,6,2018
7647,Tangletown,Rape,1,6,2018
7648,Tangletown,Robbery,0,6,2018
7649,University of Minnesota,Aggravated Assault,0,6,2018
7650,University of Minnesota,Arson,0,6,2018
7651,University of Minnesota,Auto Theft,2,6,2018
7652,University of Minnesota,Burglary,0,6,2018
7653,University of Minnesota,Homicide,0,6,2018
7654,University of Minnesota,Larceny,10,6,2018
7655,University of Minnesota,Rape,0,6,2018
7656,University of Minnesota,Robbery,0,6,2018
7657,Ventura Village,Aggravated Assault,7,6,2018
7658,Ventura Village,Arson,1,6,2018
7659,Ventura Village,Auto Theft,2,6,2018
7660,Ventura Village,Burglary,9,6,2018
7661,Ventura Village,Homicide,0,6,2018
7662,Ventura Village,Larceny,14,6,2018
7663,Ventura Village,Rape,1,6,2018
7664,Ventura Village,Robbery,4,6,2018
7665,Victory,Aggravated Assault,1,6,2018
7666,Victory,Arson,0,6,2018
7667,Victory,Auto Theft,4,6,2018
7668,Victory,Burglary,3,6,2018
7669,Victory,Homicide,0,6,2018
7670,Victory,Larceny,4,6,2018
7671,Victory,Rape,0,6,2018
7672,Victory,Robbery,0,6,2018
7673,Waite Park,Aggravated Assault,0,6,2018
7674,Waite Park,Arson,0,6,2018
7675,Waite Park,Auto Theft,0,6,2018
7676,Waite Park,Burglary,1,6,2018
7677,Waite Park,Homicide,0,6,2018
7678,Waite Park,Larceny,3,6,2018
7679,Waite Park,Rape,1,6,2018
7680,Waite Park,Robbery,0,6,2018
7681,Webber - Camden,Aggravated Assault,6,6,2018
7682,Webber - Camden,Arson,1,6,2018
7683,Webber - Camden,Auto Theft,6,6,2018
7684,Webber - Camden,Burglary,3,6,2018
7685,Webber - Camden,Homicide,0,6,2018
7686,Webber - Camden,Larceny,6,6,2018
7687,Webber - Camden,Rape,1,6,2018
7688,Webber - Camden,Robbery,1,6,2018
7689,Wenonah,Aggravated Assault,4,6,2018
7690,Wenonah,Arson,0,6,2018
7691,Wenonah,Auto Theft,0,6,2018
7692,Wenonah,Burglary,5,6,2018
7693,Wenonah,Homicide,0,6,2018
7694,Wenonah,Larceny,4,6,2018
7695,Wenonah,Rape,0,6,2018
7696,Wenonah,Robbery,0,6,2018
7697,West Calhoun,Aggravated Assault,0,6,2018
7698,West Calhoun,Arson,0,6,2018
7699,West Calhoun,Auto Theft,0,6,2018
7700,West Calhoun,Burglary,0,6,2018
7701,West Calhoun,Homicide,0,6,2018
7702,West Calhoun,Larceny,4,6,2018
7703,West Calhoun,Rape,0,6,2018
7704,West Calhoun,Robbery,0,6,2018
7705,Whittier,Aggravated Assault,6,6,2018
7706,Whittier,Arson,0,6,2018
7707,Whittier,Auto Theft,6,6,2018
7708,Whittier,Burglary,8,6,2018
7709,Whittier,Homicide,0,6,2018
7710,Whittier,Larceny,51,6,2018
7711,Whittier,Rape,0,6,2018
7712,Whittier,Robbery,2,6,2018
7713,Willard - Hay,Aggravated Assault,10,6,2018
7714,Willard - Hay,Arson,0,6,2018
7715,Willard - Hay,Auto Theft,6,6,2018
7716,Willard - Hay,Burglary,3,6,2018
7717,Willard - Hay,Homicide,0,6,2018
7718,Willard - Hay,Larceny,10,6,2018
7719,Willard - Hay,Rape,1,6,2018
7720,Willard - Hay,Robbery,2,6,2018
7721,Windom,Aggravated Assault,1,6,2018
7722,Windom,Arson,0,6,2018
7723,Windom,Auto Theft,2,6,2018
7724,Windom,Burglary,2,6,2018
7725,Windom,Homicide,0,6,2018
7726,Windom,Larceny,11,6,2018
7727,Windom,Rape,1,6,2018
7728,Windom,Robbery,0,6,2018
7729,Windom Park,Aggravated Assault,2,6,2018
7730,Windom Park,Arson,0,6,2018
7731,Windom Park,Auto Theft,1,6,2018
7732,Windom Park,Burglary,2,6,2018
7733,Windom Park,Homicide,0,6,2018
7734,Windom Park,Larceny,7,6,2018
7735,Windom Park,Rape,0,6,2018
7736,Windom Park,Robbery,1,6,2018
7737,Z_** NOT ASSIGNED **,Aggravated Assault,5,6,2018
7738,Z_** NOT ASSIGNED **,Arson,1,6,2018
7739,Z_** NOT ASSIGNED **,Auto Theft,1,6,2018
7740,Z_** NOT ASSIGNED **,Burglary,5,6,2018
7741,Z_** NOT ASSIGNED **,Homicide,0,6,2018
7742,Z_** NOT ASSIGNED **,Larceny,17,6,2018
7743,Z_** NOT ASSIGNED **,Rape,0,6,2018
7744,Z_** NOT ASSIGNED **,Robbery,1,6,2018
7745,Armatage,Aggravated Assault,0,7,2018
7746,Armatage,Arson,0,7,2018
7747,Armatage,Auto Theft,0,7,2018
7748,Armatage,Burglary,3,7,2018
7749,Armatage,Homicide,0,7,2018
7750,Armatage,Larceny,2,7,2018
7751,Armatage,Rape,0,7,2018
7752,Armatage,Robbery,0,7,2018
7753,Audubon Park,Aggravated Assault,1,7,2018
7754,Audubon Park,Arson,0,7,2018
7755,Audubon Park,Auto Theft,1,7,2018
7756,Audubon Park,Burglary,1,7,2018
7757,Audubon Park,Homicide,0,7,2018
7758,Audubon Park,Larceny,13,7,2018
7759,Audubon Park,Rape,1,7,2018
7760,Audubon Park,Robbery,0,7,2018
7761,Bancroft,Aggravated Assault,0,7,2018
7762,Bancroft,Arson,0,7,2018
7763,Bancroft,Auto Theft,1,7,2018
7764,Bancroft,Burglary,3,7,2018
7765,Bancroft,Homicide,0,7,2018
7766,Bancroft,Larceny,2,7,2018
7767,Bancroft,Rape,0,7,2018
7768,Bancroft,Robbery,2,7,2018
7769,Beltrami,Aggravated Assault,0,7,2018
7770,Beltrami,Arson,0,7,2018
7771,Beltrami,Auto Theft,0,7,2018
7772,Beltrami,Burglary,0,7,2018
7773,Beltrami,Homicide,0,7,2018
7774,Beltrami,Larceny,2,7,2018
7775,Beltrami,Rape,0,7,2018
7776,Beltrami,Robbery,0,7,2018
7777,Bottineau,Aggravated Assault,2,7,2018
7778,Bottineau,Arson,0,7,2018
7779,Bottineau,Auto Theft,0,7,2018
7780,Bottineau,Burglary,0,7,2018
7781,Bottineau,Homicide,0,7,2018
7782,Bottineau,Larceny,3,7,2018
7783,Bottineau,Rape,0,7,2018
7784,Bottineau,Robbery,0,7,2018
7785,Bryant,Aggravated Assault,0,7,2018
7786,Bryant,Arson,0,7,2018
7787,Bryant,Auto Theft,0,7,2018
7788,Bryant,Burglary,0,7,2018
7789,Bryant,Homicide,0,7,2018
7790,Bryant,Larceny,2,7,2018
7791,Bryant,Rape,0,7,2018
7792,Bryant,Robbery,0,7,2018
7793,Bryn - Mawr,Aggravated Assault,0,7,2018
7794,Bryn - Mawr,Arson,0,7,2018
7795,Bryn - Mawr,Auto Theft,0,7,2018
7796,Bryn - Mawr,Burglary,3,7,2018
7797,Bryn - Mawr,Homicide,0,7,2018
7798,Bryn - Mawr,Larceny,6,7,2018
7799,Bryn - Mawr,Rape,0,7,2018
7800,Bryn - Mawr,Robbery,0,7,2018
7801,Camden Industrial,Aggravated Assault,0,7,2018
7802,Camden Industrial,Arson,0,7,2018
7803,Camden Industrial,Auto Theft,1,7,2018
7804,Camden Industrial,Burglary,0,7,2018
7805,Camden Industrial,Homicide,0,7,2018
7806,Camden Industrial,Larceny,0,7,2018
7807,Camden Industrial,Rape,0,7,2018
7808,Camden Industrial,Robbery,0,7,2018
7809,CARAG,Aggravated Assault,1,7,2018
7810,CARAG,Arson,0,7,2018
7811,CARAG,Auto Theft,3,7,2018
7812,CARAG,Burglary,4,7,2018
7813,CARAG,Homicide,0,7,2018
7814,CARAG,Larceny,28,7,2018
7815,CARAG,Rape,1,7,2018
7816,CARAG,Robbery,2,7,2018
7817,Cedar - Isles - Dean,Aggravated Assault,0,7,2018
7818,Cedar - Isles - Dean,Arson,0,7,2018
7819,Cedar - Isles - Dean,Auto Theft,0,7,2018
7820,Cedar - Isles - Dean,Burglary,2,7,2018
7821,Cedar - Isles - Dean,Homicide,0,7,2018
7822,Cedar - Isles - Dean,Larceny,9,7,2018
7823,Cedar - Isles - Dean,Rape,0,7,2018
7824,Cedar - Isles - Dean,Robbery,0,7,2018
7825,Cedar Riverside,Aggravated Assault,2,7,2018
7826,Cedar Riverside,Arson,0,7,2018
7827,Cedar Riverside,Auto Theft,2,7,2018
7828,Cedar Riverside,Burglary,3,7,2018
7829,Cedar Riverside,Homicide,1,7,2018
7830,Cedar Riverside,Larceny,24,7,2018
7831,Cedar Riverside,Rape,0,7,2018
7832,Cedar Riverside,Robbery,2,7,2018
7833,Central,Aggravated Assault,8,7,2018
7834,Central,Arson,0,7,2018
7835,Central,Auto Theft,2,7,2018
7836,Central,Burglary,4,7,2018
7837,Central,Homicide,0,7,2018
7838,Central,Larceny,7,7,2018
7839,Central,Rape,2,7,2018
7840,Central,Robbery,5,7,2018
7841,Cleveland,Aggravated Assault,1,7,2018
7842,Cleveland,Arson,1,7,2018
7843,Cleveland,Auto Theft,1,7,2018
7844,Cleveland,Burglary,2,7,2018
7845,Cleveland,Homicide,0,7,2018
7846,Cleveland,Larceny,9,7,2018
7847,Cleveland,Rape,0,7,2018
7848,Cleveland,Robbery,4,7,2018
7849,Columbia Park,Aggravated Assault,0,7,2018
7850,Columbia Park,Arson,0,7,2018
7851,Columbia Park,Auto Theft,0,7,2018
7852,Columbia Park,Burglary,1,7,2018
7853,Columbia Park,Homicide,0,7,2018
7854,Columbia Park,Larceny,6,7,2018
7855,Columbia Park,Rape,0,7,2018
7856,Columbia Park,Robbery,0,7,2018
7857,Como,Aggravated Assault,0,7,2018
7858,Como,Arson,0,7,2018
7859,Como,Auto Theft,8,7,2018
7860,Como,Burglary,6,7,2018
7861,Como,Homicide,0,7,2018
7862,Como,Larceny,21,7,2018
7863,Como,Rape,2,7,2018
7864,Como,Robbery,1,7,2018
7865,Cooper,Aggravated Assault,0,7,2018
7866,Cooper,Arson,0,7,2018
7867,Cooper,Auto Theft,0,7,2018
7868,Cooper,Burglary,2,7,2018
7869,Cooper,Homicide,0,7,2018
7870,Cooper,Larceny,7,7,2018
7871,Cooper,Rape,0,7,2018
7872,Cooper,Robbery,0,7,2018
7873,Corcoran,Aggravated Assault,0,7,2018
7874,Corcoran,Arson,0,7,2018
7875,Corcoran,Auto Theft,0,7,2018
7876,Corcoran,Burglary,4,7,2018
7877,Corcoran,Homicide,0,7,2018
7878,Corcoran,Larceny,6,7,2018
7879,Corcoran,Rape,0,7,2018
7880,Corcoran,Robbery,0,7,2018
7881,Diamond Lake,Aggravated Assault,0,7,2018
7882,Diamond Lake,Arson,0,7,2018
7883,Diamond Lake,Auto Theft,2,7,2018
7884,Diamond Lake,Burglary,0,7,2018
7885,Diamond Lake,Homicide,0,7,2018
7886,Diamond Lake,Larceny,4,7,2018
7887,Diamond Lake,Rape,0,7,2018
7888,Diamond Lake,Robbery,0,7,2018
7889,Downtown East,Aggravated Assault,1,7,2018
7890,Downtown East,Arson,0,7,2018
7891,Downtown East,Auto Theft,1,7,2018
7892,Downtown East,Burglary,0,7,2018
7893,Downtown East,Homicide,0,7,2018
7894,Downtown East,Larceny,12,7,2018
7895,Downtown East,Rape,0,7,2018
7896,Downtown East,Robbery,1,7,2018
7897,Downtown West,Aggravated Assault,15,7,2018
7898,Downtown West,Arson,1,7,2018
7899,Downtown West,Auto Theft,7,7,2018
7900,Downtown West,Burglary,6,7,2018
7901,Downtown West,Homicide,0,7,2018
7902,Downtown West,Larceny,144,7,2018
7903,Downtown West,Rape,7,7,2018
7904,Downtown West,Robbery,22,7,2018
7905,East Harriet,Aggravated Assault,0,7,2018
7906,East Harriet,Arson,0,7,2018
7907,East Harriet,Auto Theft,0,7,2018
7908,East Harriet,Burglary,2,7,2018
7909,East Harriet,Homicide,0,7,2018
7910,East Harriet,Larceny,12,7,2018
7911,East Harriet,Rape,1,7,2018
7912,East Harriet,Robbery,0,7,2018
7913,East Isles,Aggravated Assault,0,7,2018
7914,East Isles,Arson,0,7,2018
7915,East Isles,Auto Theft,1,7,2018
7916,East Isles,Burglary,6,7,2018
7917,East Isles,Homicide,0,7,2018
7918,East Isles,Larceny,16,7,2018
7919,East Isles,Rape,0,7,2018
7920,East Isles,Robbery,0,7,2018
7921,East Phillips,Aggravated Assault,8,7,2018
7922,East Phillips,Arson,1,7,2018
7923,East Phillips,Auto Theft,3,7,2018
7924,East Phillips,Burglary,4,7,2018
7925,East Phillips,Homicide,0,7,2018
7926,East Phillips,Larceny,17,7,2018
7927,East Phillips,Rape,1,7,2018
7928,East Phillips,Robbery,2,7,2018
7929,ECCO,Aggravated Assault,2,7,2018
7930,ECCO,Arson,0,7,2018
7931,ECCO,Auto Theft,0,7,2018
7932,ECCO,Burglary,4,7,2018
7933,ECCO,Homicide,0,7,2018
7934,ECCO,Larceny,23,7,2018
7935,ECCO,Rape,0,7,2018
7936,ECCO,Robbery,0,7,2018
7937,Elliot Park,Aggravated Assault,5,7,2018
7938,Elliot Park,Arson,0,7,2018
7939,Elliot Park,Auto Theft,3,7,2018
7940,Elliot Park,Burglary,2,7,2018
7941,Elliot Park,Homicide,1,7,2018
7942,Elliot Park,Larceny,28,7,2018
7943,Elliot Park,Rape,2,7,2018
7944,Elliot Park,Robbery,1,7,2018
7945,Ericsson,Aggravated Assault,0,7,2018
7946,Ericsson,Arson,0,7,2018
7947,Ericsson,Auto Theft,2,7,2018
7948,Ericsson,Burglary,4,7,2018
7949,Ericsson,Homicide,0,7,2018
7950,Ericsson,Larceny,6,7,2018
7951,Ericsson,Rape,0,7,2018
7952,Ericsson,Robbery,0,7,2018
7953,Field,Aggravated Assault,1,7,2018
7954,Field,Arson,0,7,2018
7955,Field,Auto Theft,1,7,2018
7956,Field,Burglary,0,7,2018
7957,Field,Homicide,0,7,2018
7958,Field,Larceny,3,7,2018
7959,Field,Rape,0,7,2018
7960,Field,Robbery,0,7,2018
7961,Folwell,Aggravated Assault,7,7,2018
7962,Folwell,Arson,0,7,2018
7963,Folwell,Auto Theft,6,7,2018
7964,Folwell,Burglary,3,7,2018
7965,Folwell,Homicide,0,7,2018
7966,Folwell,Larceny,9,7,2018
7967,Folwell,Rape,1,7,2018
7968,Folwell,Robbery,4,7,2018
7969,Fulton,Aggravated Assault,0,7,2018
7970,Fulton,Arson,0,7,2018
7971,Fulton,Auto Theft,2,7,2018
7972,Fulton,Burglary,3,7,2018
7973,Fulton,Homicide,0,7,2018
7974,Fulton,Larceny,11,7,2018
7975,Fulton,Rape,0,7,2018
7976,Fulton,Robbery,0,7,2018
7977,Hale,Aggravated Assault,0,7,2018
7978,Hale,Arson,0,7,2018
7979,Hale,Auto Theft,1,7,2018
7980,Hale,Burglary,1,7,2018
7981,Hale,Homicide,0,7,2018
7982,Hale,Larceny,4,7,2018
7983,Hale,Rape,0,7,2018
7984,Hale,Robbery,0,7,2018
7985,Harrison,Aggravated Assault,4,7,2018
7986,Harrison,Arson,0,7,2018
7987,Harrison,Auto Theft,1,7,2018
7988,Harrison,Burglary,6,7,2018
7989,Harrison,Homicide,0,7,2018
7990,Harrison,Larceny,10,7,2018
7991,Harrison,Rape,1,7,2018
7992,Harrison,Robbery,1,7,2018
7993,Hawthorne,Aggravated Assault,11,7,2018
7994,Hawthorne,Arson,1,7,2018
7995,Hawthorne,Auto Theft,9,7,2018
7996,Hawthorne,Burglary,5,7,2018
7997,Hawthorne,Homicide,0,7,2018
7998,Hawthorne,Larceny,13,7,2018
7999,Hawthorne,Rape,3,7,2018
8000,Hawthorne,Robbery,5,7,2018
9001,Shingle Creek,Aggravated Assault,1,8,2018
9002,Shingle Creek,Arson,0,8,2018
9003,Shingle Creek,Auto Theft,5,8,2018
9004,Shingle Creek,Burglary,3,8,2018
9005,Shingle Creek,Homicide,0,8,2018
9006,Shingle Creek,Larceny,2,8,2018
9007,Shingle Creek,Rape,0,8,2018
9008,Shingle Creek,Robbery,0,8,2018
9009,St. Anthony East,Aggravated Assault,0,8,2018
9010,St. Anthony East,Arson,0,8,2018
9011,St. Anthony East,Auto Theft,0,8,2018
9012,St. Anthony East,Burglary,1,8,2018
9013,St. Anthony East,Homicide,0,8,2018
9014,St. Anthony East,Larceny,7,8,2018
9015,St. Anthony East,Rape,0,8,2018
9016,St. Anthony East,Robbery,1,8,2018
9017,St. Anthony West,Aggravated Assault,1,8,2018
9018,St. Anthony West,Arson,0,8,2018
9019,St. Anthony West,Auto Theft,1,8,2018
9020,St. Anthony West,Burglary,1,8,2018
